AutoID,SourceDataID,MarketCode,IndexCode,TradeDate,BasicIndex,RefIndex,CurrentIndex,ChangeIndex,ChangePercent,OpenIndex,HighestIndex,LowestIndex,CloseIndex,TypeIndex,TotalStock,TotalVolumeNT,TotalValueNT,TotalVolumePT,TotalValuePT,TotalVolume,TotalValue,TotalVolumOdd,TotalValueOdd,StockUp,StockDown,StockNoChange,StockFloor,StockCeiling,TotalTrade,TotalBuyTrade,TotalBuyVolume,TotalSellTrade,TotalSellVolume,ForeignBuyValueNT,ForeignBuyVolumeNT,ForeignSellValueNT,ForeignSellVolumeNT,ForeignBuyValuePT,ForeignBuyVolumePT,ForeignSellValuePT,ForeignSellVolumePT,ForeignBuyValue,ForeignBuyVolume,ForeignSellValue,ForeignSellVolume,ForeignTotalRoom,ForeignCurrentRoom,CreateDate,UpdateDate,StatusID,ShareIssue,LastSyncData
14837,598588,HNX,HNXIndex,1/2/2024,231.04,NULL,229.99,-1.05,-0.004552,230.69,232.4,229.7,229.99,0,243,59650589,1.15874E+12,2029860,79775826000,61680449,1.23851E+12,21889,441265400,77,157,86,0,0,89130,48189,96500400,40941,128724700,10896713400,316903,40149575400,1536554,0,0,0,0,10896713400,316903,40149575400,1536554,6442307828,5629056748,10:29.3,36:01.9,1,15761545685,04:47.6
14838,598589,HNX,HNX30,1/2/2024,494.88,NULL,489.89,-4.99,-0.010078,493.47,499.79,489.31,489.89,4,0,44492495,1.00851E+12,814000,21507600000,45306495,1.03001E+12,14295,344566400,8,15,7,0,0,59383,33177,63997300,26206,84532100,8580780000,221000,39484058900,1487919,0,0,0,0,8580780000,221000,39484058900,1487919,2363049426,1987784046,10:29.3,36:01.9,1,4997354963,04:47.6
14839,598590,HNX,HNXIndex,1/3/2024,229.99,NULL,231.64,1.65,0.007167,230.12,231.64,228.81,231.64,0,241,58217233,1.06052E+12,3432000,77225390000,61649233,1.13775E+12,23833,485581400,117,135,68,0,0,88778,48147,110577400,40631,116179000,28294838000,667170,35744271000,1087590,0,0,374000000,11000,28294838000,667170,36118271000,1098590,6552293794,5737372818,10:35.0,26:11.3,1,15986006846,04:47.6
14840,598591,HNX,HNX30,1/3/2024,489.89,NULL,495.41,5.52,0.011262,489.89,495.41,483.32,495.41,4,0,39622637,8.94752E+11,1584900,51242120000,41207537,9.45994E+11,16437,398871200,21,4,5,0,0,56789,31632,65747800,25157,69227500,26490586000,530360,34716145000,987270,0,0,0,0,26490586000,530360,34716145000,987270,2363049426,1989082386,10:35.0,26:11.3,1,4997354963,04:47.6
14841,598592,HNX,HNXIndex,1/4/2024,231.64,NULL,232.56,0.92,0.003972,231.63,233.66,231.63,232.56,0,239,112056059,2.16081E+12,685600,24515840000,112741659,2.18532E+12,44459,926978300,68,166,86,0,0,128366,57785,154578300,70581,202557100,29968449600,830087,28436743400,1105009,0,0,0,0,29968449600,830087,28436743400,1105009,6552293794,5738078574,10:30.9,46:13.2,1,15986006846,04:47.6
14842,598593,HNX,HNX30,1/4/2024,495.41,NULL,495.99,0.58,0.001177,495.59,502.73,495.39,495.99,4,0,87161527,1.9209E+12,95000,4655000000,87256527,1.92556E+12,35627,817072800,12,7,11,0,0,89856,38879,106889600,50977,143828300,28768759600,761887,26657224800,913200,0,0,0,0,28768759600,761887,26657224800,913200,2363049426,1989808342,10:30.9,46:13.2,1,4997354963,04:47.6
14843,598594,HNX,HNXIndex,1/5/2024,232.56,NULL,232.76,0.2,0.000867,232.56,233.35,231.69,232.76,0,246,59819200,1.1012E+12,1161100,39625360000,60980300,1.14082E+12,29900,659314300,70,159,91,0,0,98098,48448,112552200,49650,138490100,16360666800,853063,4867587700,198617,0,0,0,0,16360666800,853063,4867587700,198617,6552293794,5738280601,10:34.5,35:53.0,1,15986006846,04:47.6
14844,598595,HNX,HNX30,1/5/2024,495.99,NULL,497.39,1.4,0.002817,496.93,499.34,494.79,497.39,4,0,40758049,9.21235E+11,340000,13721000000,41098049,9.34956E+11,20949,528574400,15,5,10,0,0,63538,31138,68867200,32400,86826900,14330976800,513363,3241233700,114867,0,0,0,0,14330976800,513363,3241233700,114867,2363049426,1990282249,10:34.5,35:53.0,1,4997354963,04:47.6
14845,598596,HNX,HNXIndex,1/8/2024,232.76,NULL,233.33,0.57,0.002442,232.76,234.88,232.38,233.33,0,247,83126965,1.65693E+12,2391459,57789462000,85518424,1.71472E+12,37565,802555500,95,149,76,0,0,113315,53163,132949600,60152,165025600,23325136000,1163454,26513850000,1366480,0,0,0,0,23325136000,1163454,26513850000,1366480,6552293794,5738194556,10:27.5,03:54.9,1,15986006846,04:47.6
14846,598597,HNX,HNX30,1/8/2024,497.39,NULL,500.43,3.04,0.006115,495.93,504.51,495.93,500.43,4,0,64442407,1.45977E+12,1288000,29197200000,65730407,1.48897E+12,28307,670193800,17,8,5,0,0,80311,37312,90723100,42999,114242400,22930346000,1132054,24907040000,1285980,0,0,0,0,22930346000,1132054,24907040000,1285980,2363049426,1990063395,10:27.5,03:54.9,1,4997354963,04:47.6
14847,598598,HNX,HNX30,1/9/2024,500.43,NULL,497.91,-2.52,-0.00504,500.12,502.67,496.11,497.91,4,0,58725589,1.45261E+12,390000,5649000000,59115589,1.45826E+12,22089,578182400,5,19,6,0,0,77554,41835,83632400,35719,105214400,65390334000,1548205,83384083200,3031184,0,0,0,0,65390334000,1548205,83384083200,3031184,2348624269,1974329659,10:26.6,11:35.0,1,4997354963,04:47.6
14848,598599,HNX,HNXIndex,1/9/2024,233.33,NULL,232.5,-0.83,-0.00355,233.33,233.95,232.02,232.5,0,237,78725769,1.66576E+12,1421933,30564320500,80147702,1.69633E+12,30869,704839600,68,177,75,0,0,111359,58850,123749900,52509,158505900,65934513000,1576556,84797303600,3103812,0,0,0,0,65934513000,1576556,84797303600,3103812,6521945546,5706941828,10:26.6,11:35.0,1,15986006846,04:47.6
14849,598600,HNX,HNXIndex,1/10/2024,232.5,NULL,231.41,-1.09,-0.004687,232.39,233.44,230.91,231.41,0,229,89271360,1.80226E+12,13413040,3.11844E+11,102684400,2.11411E+12,27460,573956600,54,194,72,0,0,114486,65292,130952400,49194,162736600,26091902500,715585,89560604500,3277935,0,0,0,0,26091902500,715585,89560604500,3277935,6521945546,5707577023,10:34.4,09:26.5,1,15986006846,04:47.6
14850,598601,HNX,HNX30,1/10/2024,497.91,NULL,493.33,-4.58,-0.009198,497.29,501.24,491.08,493.33,4,0,70280507,1.58462E+12,7749000,1.38988E+11,78029507,1.72361E+12,18907,453496800,6,17,7,0,0,80796,47791,95057100,33005,109004400,25074540000,647800,86741654500,3104635,0,0,0,0,25074540000,647800,86741654500,3104635,2348624269,1974967839,10:34.4,09:26.5,1,4997354963,04:47.6
14851,598602,HNX,HNXIndex,1/11/2024,231.41,NULL,232.71,1.3,0.005599,231.43,233.46,231.18,232.71,0,240,82790600,1.55062E+12,259500,8137050000,83050100,1.55876E+12,30600,628479700,87,168,65,0,0,102720,56544,128798400,46176,144204400,78366110000,1995200,97460666500,4784078,0,0,0,0,78366110000,1995200,97460666500,4784078,6521945546,5708675035,10:34.6,52:09.1,1,15986006846,04:47.6
14852,598603,HNX,HNX30,1/11/2024,493.33,NULL,496.61,3.28,0.006654,493.44,498.01,491.51,496.61,4,0,56705358,1.28745E+12,50000,945050000,56755358,1.2884E+12,20358,512444700,19,7,4,0,0,67837,38283,84187200,29554,89602000,77877850000,1953500,96112619100,4662540,0,0,0,0,77877850000,1953500,96112619100,4662540,2348624269,1976045523,10:34.6,52:09.1,1,4997354963,04:47.6
14853,598604,HNX,HNXIndex,1/12/2024,232.71,NULL,230.31,-2.4,-0.0103,232.59,232.69,229.2,230.31,0,240,98715754,1.90323E+12,4650800,1.03976E+11,103366554,2.00721E+12,29754,664096700,48,203,69,0,0,118136,73354,138843100,44782,159358400,32198695300,801049,89878217100,4412586,0,0,0,0,32198695300,801049,89878217100,4412586,6530569409,5717689175,10:26.3,35:50.3,1,16003606566,04:47.6
14854,598605,HNX,HNX30,1/12/2024,496.61,NULL,488.29,-8.32,-0.016762,495.99,496.83,484.04,488.29,4,0,73486912,1.66574E+12,4393600,94650400000,77880512,1.76039E+12,20812,556051000,3,26,1,0,0,79827,51934,97152400,27893,103142300,31494090000,716790,87802920000,4269600,0,0,0,0,31494090000,716790,87802920000,4269600,2357248132,1984981022,10:26.3,35:50.3,1,5014954683,04:47.6
14855,598606,HNX,HNXIndex,1/15/2024,230.31,NULL,227.55,-2.76,-0.011988,230.31,231.3,227.47,227.55,0,228,62984052,1.1716E+12,2462000,40832000000,65446052,1.21243E+12,23952,495127400,58,197,65,0,0,82600,46193,99508300,36407,124441700,18314125000,754730,15338705100,658557,0,0,0,0,18314125000,754730,15338705100,658557,6530569409,5721701423,10:34.0,50:58.1,1,16003606566,04:47.6
14856,598607,HNX,HNX30,1/15/2024,488.29,NULL,478.51,-9.78,-0.020031,488.29,491.1,478.51,478.51,4,0,45813202,9.96864E+11,0,0,45813202,9.96864E+11,16402,391870600,4,22,4,0,0,53969,31582,64942900,22387,79841900,17306630000,613500,13516771000,500022,0,0,0,0,17306630000,613500,13516771000,500022,2357248132,1989030062,10:34.0,50:58.1,1,5014954683,04:47.6
14857,598608,HNX,HNXIndex,1/16/2024,227.55,NULL,229.5,1.95,0.008565,227.02,229.5,226.54,229.5,0,234,53087412,9.39758E+11,10588424,1.57208E+11,63675836,1.09697E+12,18812,379035100,93,154,73,0,0,80260,47893,108129500,32367,96826000,6449951000,237939,18106942100,872002,4266900000,948200,0,0,10716851000,1186139,18106942100,872002,6530569409,5724902870,10:27.8,39:46.8,1,16003606566,04:47.6
14858,598609,HNX,HNX30,1/16/2024,478.51,NULL,485.18,6.67,0.013932,475.71,485.18,473.08,485.18,4,0,37773396,7.79443E+11,1959000,52655000000,39732396,8.32098E+11,12396,291972000,28,1,1,0,0,52532,33457,72247700,19075,58075300,5268222000,148941,15304122100,689201,0,0,0,0,5268222000,148941,15304122100,689201,2357248132,1993150721,10:27.8,39:46.8,1,5014954683,04:47.6
14859,598610,HNX,HNXIndex,1/17/2024,229.5,NULL,229.5,0,0.000014,229.5,231.32,228.58,229.5,0,233,75660609,1.39821E+12,2987800,46703660000,78648409,1.44491E+12,24709,518232800,89,161,70,0,0,97454,46448,113925800,51006,154191500,26643468600,1233029,16489900000,559300,6654260000,1415800,0,0,33297728600,2648829,16489900000,559300,6534291449,5718230538,10:32.2,58:32.8,1,16033201566,04:47.6
14860,598611,HNX,HNX30,1/17/2024,485.18,NULL,485.67,0.49,0.001013,485.18,491.75,480.9,485.67,4,0,57024282,1.23201E+12,100000,1930000000,57124282,1.23394E+12,16982,423731500,10,10,10,0,0,67205,31656,77269700,35549,105040200,25957942200,1128927,13699650000,381700,0,0,0,0,25957942200,1128927,13699650000,381700,2357248132,1992521816,10:32.2,58:32.8,1,5036149683,04:47.6
14861,598612,HNX,HNXIndex,1/18/2024,229.5,NULL,229.93,0.43,0.001864,229.35,230.52,228.95,229.93,0,233,48098247,8.68037E+11,2295950,90367550000,50394197,9.58405E+11,16547,333673600,79,163,78,0,0,79125,38617,88532000,40508,124834200,22006202200,691529,46537733400,1350030,0,0,0,0,22006202200,691529,46537733400,1350030,6534291449,5718355310,10:32.2,32:21.1,1,16033201566,04:47.6
14862,598613,HNX,HNX30,1/18/2024,485.67,NULL,487.21,1.54,0.003173,484.85,489.64,484.19,487.21,4,0,30906097,7.06127E+11,421100,14648560000,31327197,7.20775E+11,10897,255855100,11,8,11,0,0,50853,24936,53543600,25917,77426400,20623102200,562029,44718593400,1296930,0,0,0,0,20623102200,562029,44718593400,1296930,2357248132,1992646487,10:32.2,32:21.1,1,5036149683,04:47.6
14863,598614,HNX,HNXIndex,1/19/2024,229.93,NULL,229.48,-0.45,-0.001956,229.93,231.47,229.35,229.48,0,249,60727393,1.09549E+12,1145760,31703694000,61873153,1.12719E+12,23093,461454700,76,164,80,0,0,91120,45344,101134700,45776,141075900,27815515800,803280,54381935700,1859620,0,0,0,0,27815515800,803280,54381935700,1859620,6534291449,5718035530,10:31.5,28:17.2,1,16033201566,04:47.6
14864,598615,HNX,HNX30,1/19/2024,487.21,NULL,485.1,-2.11,-0.004339,487.21,491.62,484.56,485.1,4,0,40488408,9.09981E+11,0,0,40488408,9.09981E+11,14708,360216200,8,14,8,0,0,57857,29047,60413200,28810,90158600,25385145800,618480,51532860000,1611900,0,0,0,0,25385145800,618480,51532860000,1611900,2357248132,1992407307,10:31.5,28:17.2,1,5036149683,04:47.6
14865,598616,HNX,HNXIndex,1/22/2024,229.48,NULL,229.77,0.29,0.001266,229.48,230.6,228.19,229.77,0,234,64151245,1.18476E+12,1675875,56772083000,65827120,1.24153E+12,26145,542738100,75,170,75,0,0,88963,45569,109311500,43394,128672000,15312714100,508585,22882248800,1115057,0,0,0,0,15312714100,508585,22882248800,1115057,6534291449,5718838775,22:11.3,12:53.4,1,16033201566,04:47.6
14866,598617,HNX,HNX30,1/22/2024,485.1,NULL,487.8,2.7,0.005566,485.1,489.59,481.97,487.8,4,0,46715683,1.00964E+12,631500,24315720000,47347183,1.03395E+12,17783,425597000,20,8,2,0,0,58600,30503,70808200,28097,83786700,13898592200,450060,15187535000,649050,0,0,0,0,13898592200,450060,15187535000,649050,2357248132,1993222577,22:11.3,12:53.4,1,5036149683,04:47.6
14867,598618,HNX,HNXIndex,1/23/2024,229.77,NULL,229.26,-0.51,-0.002228,229.65,230.31,228.93,229.26,0,235,62257738,1.14721E+12,6462777,1.77425E+11,68720515,1.32463E+12,21538,421170200,77,166,77,0,0,90369,47644,110096300,42725,135384000,26082552800,923512,48207140000,2421400,0,0,0,0,26082552800,923512,48207140000,2421400,6535249952,5720597491,10:33.9,05:25.7,1,16035118571,04:47.6
14868,598619,HNX,HNX30,1/23/2024,487.8,NULL,486.21,-1.59,-0.003251,487.33,489.5,484.63,486.21,4,0,45501216,9.84291E+11,1174000,26592200000,46675216,1.01088E+12,14916,325211000,10,12,8,0,0,60887,33057,73929200,27830,89546500,23105962800,719112,43414040000,2149000,0,0,0,0,23105962800,719112,43414040000,2149000,2357248132,1994105365,10:33.9,05:25.7,1,5036149683,04:47.6
14869,598620,HNX,HNXIndex,1/24/2024,229.26,NULL,228.53,-0.73,-0.003174,229.26,229.93,226.66,228.53,0,232,56498013,1.00006E+12,5919400,1.36877E+11,62417413,1.13694E+12,25013,497741400,65,187,67,0,0,83698,41029,97133600,42669,133243400,15023415100,548913,12578533200,815231,0,0,0,0,15023415100,548913,12578533200,815231,6514311120,5700400571,10:34.1,58:27.6,1,15992386260,04:47.6
14870,598621,HNX,HNX30,1/24/2024,486.21,NULL,484.02,-2.19,-0.004499,477.75,488.82,476.31,484.02,4,0,37697396,8.34464E+11,5240400,1.14344E+11,42937796,9.48808E+11,17296,405274700,4,22,4,0,0,53407,25625,60648500,27782,85162700,14026751600,476448,8042840000,496000,0,0,0,0,14026751600,476448,8042840000,496000,2357248132,1994257767,10:34.1,58:27.6,1,5036149683,04:47.6
14871,598622,HNX,HNXIndex,1/25/2024,228.53,NULL,228.52,-0.01,-0.000028,228.53,229.41,228.01,228.52,0,225,42978712,7.18694E+11,2466635,76366009345,45445347,7.9506E+11,17212,342448500,78,175,66,0,0,70904,35891,87184900,35013,112252900,22648658000,554520,13432375800,509803,0,0,0,0,22648658000,554520,13432375800,509803,6514311120,5702094251,10:39.2,36:28.6,1,15992386260,04:47.6
14872,598623,HNX,HNX30,1/25/2024,484.02,NULL,484.45,0.43,0.000882,484.02,486.7,483.25,484.45,4,0,22904697,5.24635E+11,271300,8180150000,23175997,5.32815E+11,10397,254554300,14,9,7,0,0,41792,21184,45872700,20608,63405300,19941468000,442220,9124765800,330598,0,0,0,0,19941468000,442220,9124765800,330598,2357248132,1995887347,10:39.2,36:28.6,1,5036149683,04:47.6
14873,598624,HNX,HNXIndex,1/26/2024,228.52,NULL,229.43,0.91,0.003983,228.49,229.89,228.45,229.43,0,236,60106994,9.19519E+11,1286000,49101050000,61392994,9.6862E+11,20494,378845100,99,147,73,0,0,81278,38936,116307500,42342,136848300,10478061000,360031,7783830100,406567,0,0,0,0,10478061000,360031,7783830100,406567,6514311120,5702438351,10:36.2,57:15.7,1,15992386260,04:47.6
14874,598625,HNX,HNX30,1/26/2024,484.45,NULL,485.8,1.35,0.002797,484.26,487.89,484.08,485.8,4,0,30749144,6.77879E+11,616000,32237800000,31365144,7.10117E+11,12844,292303400,11,8,11,0,0,47096,22193,52499000,24903,76372500,8435751000,247431,3659411000,165058,0,0,0,0,8435751000,247431,3659411000,165058,2357248132,1996041916,10:36.2,57:15.7,1,5036149683,04:47.6
14875,598626,HNX,HNXIndex,1/29/2024,229.43,NULL,229.05,-0.38,-0.001677,229.46,230.22,229.02,229.05,0,247,52896337,9.03252E+11,951000,12481800000,53847337,9.15734E+11,23437,485110300,84,153,81,0,0,79501,40351,88943100,39150,124568100,12559038300,460401,16563673100,781960,0,0,0,0,12559038300,460401,16563673100,781960,6510601603,5699667948,10:35.1,28:55.6,1,15984815816,04:47.6
14876,598627,HNX,HNX30,1/29/2024,485.8,NULL,485.75,-0.05,-0.000103,485.8,488.94,484.56,485.75,4,0,30442719,6.98678E+11,0,0,30442719,6.98678E+11,14719,375556300,9,11,10,0,0,47693,24810,48627000,22883,71353700,9929910000,294500,9334568000,384845,0,0,0,0,9929910000,294500,9334568000,384845,2357248132,1996055725,10:35.1,28:55.6,1,5036149683,04:47.6
14877,598628,HNX,HNXIndex,1/30/2024,229.05,NULL,230.66,1.61,0.007045,229.04,230.82,228.89,230.66,0,247,58736414,1.22539E+12,916000,34937900000,59652414,1.26032E+12,28114,679597600,86,155,77,0,0,84214,43252,99601600,40962,123181100,77847356100,2502889,23860425500,1158688,0,0,0,0,77847356100,2502889,23860425500,1158688,6510601603,5697506326,10:32.2,56:23.0,1,15810657410,04:47.6
14878,598629,HNX,HNX30,1/30/2024,485.75,NULL,492.08,6.33,0.013034,485.28,492.18,485.22,492.08,4,0,38669232,1.01587E+12,516000,22721400000,39185232,1.03859E+12,20332,550341200,16,5,9,0,0,54100,27806,59769200,26294,74475200,74281036000,2243380,16606025500,672405,0,0,0,0,74281036000,2243380,16606025500,672405,2357248132,1993977403,10:32.2,56:23.0,1,5036149683,04:47.6
14879,598630,HNX,HNXIndex,1/31/2024,230.66,NULL,229.18,-1.48,-0.006434,230.66,231.9,229.05,229.18,0,241,96421143,1.81228E+12,1931951,39999571000,98353094,1.85228E+12,32143,726069100,61,177,77,0,0,105686,52837,131243600,52849,174935400,64693275000,2591730,65702983200,3401003,0,0,0,0,64693275000,2591730,65702983200,3401003,6425263986,5611595496,10:32.5,53:12.3,1,15810657410,04:47.6
14880,598631,HNX,HNX30,1/31/2024,492.08,NULL,487.34,-4.74,-0.00964,491.9,495.59,486.7,487.34,4,0,71111669,1.58381E+12,442440,12368568000,71554109,1.59618E+12,25269,646181100,4,19,7,0,0,72750,36363,87672500,36387,116915800,61546835000,2442630,59554085000,2892602,0,0,0,0,61546835000,2442630,59554085000,2892602,2357248132,1991919618,10:32.5,53:12.3,1,5036149683,04:47.6
14881,598632,HNX,HNXIndex,2/1/2024,229.18,NULL,230.57,1.39,0.006076,229.18,231.02,228.91,230.57,0,231,53485253,1.15761E+12,609000,18920200000,54094253,1.17653E+12,24053,606625400,72,156,87,0,0,80522,42462,92638300,38060,114918800,48352845400,1494188,33846171000,1123170,0,0,0,0,48352845400,1494188,33846171000,1123170,6425263986,5611075496,10:37.1,57:44.5,1,15810657410,04:47.6
14882,598633,HNX,HNX30,2/1/2024,487.34,NULL,493.68,6.34,0.013,487.74,495.01,486.41,493.68,4,0,35721464,9.64921E+11,130000,2694000000,35851464,9.67615E+11,17764,522639400,17,4,9,0,0,51493,27320,56427800,24173,67461700,45638911400,1223581,27815981000,767270,0,0,0,0,45638911400,1223581,27815981000,767270,2357248132,1991368442,10:37.1,57:44.5,1,5036149683,04:47.6
14883,598634,HNX,HNXIndex,2/2/2024,230.57,NULL,230.56,-0.01,-0.000043,230.57,231.92,230.19,230.56,0,243,76632575,1.41614E+12,2814311,37747348800,79446886,1.45389E+12,36775,820354400,69,173,73,0,0,99627,47766,112629600,51861,156168200,33933037700,1214901,96081580500,4583345,2365290000,64100,2365290000,64100,36298327700,1279001,98446870500,4647445,6425263986,5613182398,10:33.6,36:01.9,1,15810657410,04:47.6
14884,598635,HNX,HNX30,2/2/2024,493.68,NULL,493.24,-0.44,-0.000893,494.25,498.31,492.29,493.24,4,0,52638464,1.18545E+12,184100,4081290000,52822564,1.18953E+12,28864,710463800,10,11,9,0,0,66268,31166,70268000,35102,98167100,29739317700,982101,87383424300,3982800,2365290000,64100,2365290000,64100,32104607700,1046201,89748714300,4046900,2357248132,1993278943,10:33.6,36:01.9,1,5036149683,04:47.6
14885,598636,HNX,HNXIndex,2/5/2024,230.56,NULL,230.28,-0.28,-0.001228,230.56,231.03,229.86,230.28,0,235,70225268,1.35023E+12,3224576,41307484800,73449844,1.39154E+12,28568,608033100,68,168,79,0,0,85347,46459,104882600,38888,133022900,26309547900,861313,1.63714E+11,8248290,0,0,0,0,26309547900,861313,1.63714E+11,8248290,6425263986,5613333455,10:27.7,18:36.5,1,15810657410,04:47.6
14886,598637,HNX,HNX30,2/5/2024,493.24,NULL,492.04,-1.2,-0.00243,493.86,495.1,490.89,492.04,4,0,53841307,1.19664E+12,0,0,53841307,1.19664E+12,20907,496356600,12,10,8,0,0,57314,32245,73704700,25069,89181500,24332727900,727113,1.55708E+11,7661210,0,0,0,0,24332727900,727113,1.55708E+11,7661210,2357248132,1993319100,10:27.7,18:36.5,1,5036149683,04:47.6
14887,598638,HNX,HNXIndex,2/6/2024,230.28,NULL,230.63,0.35,0.001502,228.21,231.47,228.12,230.63,0,234,85528318,1.75926E+12,2235500,91272800000,87763818,1.85054E+12,30818,637868600,89,151,75,0,0,98516,55136,122744300,43380,146325800,81119775000,2038022,1.62872E+11,7532005,0,0,0,0,81119775000,2038022,1.62872E+11,7532005,6449763986,5639842915,10:27.9,39:06.7,1,15810657410,04:47.6
14888,598639,HNX,HNX30,2/6/2024,492.04,NULL,492.59,0.55,0.001112,484.85,495.95,484.66,492.59,4,0,72193260,1.6238E+12,0,0,72193260,1.6238E+12,24360,556917800,16,8,6,0,0,72231,41475,93211300,30756,110079300,76281675000,1772222,1.55488E+11,7022878,0,0,0,0,76281675000,1772222,1.55488E+11,7022878,2357248132,1995529612,10:27.9,39:06.7,1,5036149683,04:47.6
14889,598640,HNX,HNXIndex,2/7/2024,230.63,NULL,231.04,0.41,0.001772,230.52,231.63,230.42,231.04,0,240,62164417,1.2041E+12,1012900,25446480000,63177317,1.22955E+12,25517,525958600,94,148,73,0,0,84350,46800,99997700,37550,117097400,19961197800,512242,42010805600,2266756,0,0,0,0,19961197800,512242,42010805600,2266756,6449763986,5647479563,10:39.7,36:01.9,1,15810657410,04:47.6
14890,598641,HNX,HNX30,2/7/2024,492.59,NULL,492.96,0.37,0.000754,492.01,495.79,491.38,492.96,4,0,46938916,1.0301E+12,0,0,46938916,1.0301E+12,17416,420759900,12,8,10,0,0,58417,33605,70263000,24812,78653600,17796187800,369942,36857870000,1817300,0,0,0,0,17796187800,369942,36857870000,1817300,2357248132,2002820880,10:39.7,36:01.9,1,5036149683,04:47.6
14891,598642,HNX,HNXIndex,2/15/2024,231.04,NULL,232.75,1.71,0.007403,231.54,233.39,230.96,232.75,0,236,59957492,1.25085E+12,1318016,38180252000,61275508,1.28903E+12,28892,609092900,103,142,70,0,0,84832,45327,95792800,39505,117136400,58020172000,2023020,87002964900,3643314,0,0,0,0,58020172000,2023020,87002964900,3643314,6449763986,5652748948,10:45.4,36:16.2,1,15810657410,04:47.6
14892,598643,HNX,HNX30,2/15/2024,492.96,NULL,495.87,2.91,0.005908,495.65,498.02,492.53,495.87,4,0,43803644,1.0641E+12,407000,7589580000,44210644,1.07169E+12,20344,509955300,14,8,8,0,0,55096,29969,62442900,25127,77020000,52213542000,1611120,83783392400,3443063,0,0,0,0,52213542000,1611120,83783392400,3443063,2357248132,2008232638,10:45.4,36:16.2,1,5036149683,04:47.6
14893,598644,HNX,HNXIndex,2/16/2024,232.75,NULL,233.04,0.29,0.001267,232.65,234.32,230.2,233.04,0,243,67083187,1.25611E+12,908869,29371062500,67992056,1.28548E+12,35187,709934200,97,155,63,0,0,99040,49744,106325000,49296,142415400,50916228200,2918223,84258460900,2722114,0,0,0,0,50916228200,2918223,84258460900,2722114,6449763986,5652062581,10:34.2,00:49.1,1,15810657410,04:47.6
14894,598645,HNX,HNX30,2/16/2024,495.87,NULL,497.64,1.77,0.003574,495.33,501.69,485.16,497.64,4,0,45154145,1.06054E+12,33800,965020000,45187945,1.0615E+12,23045,572696900,16,8,6,0,0,64713,32152,63900700,32561,90032600,45330578200,2015923,77949038500,2331913,0,0,0,0,45330578200,2015923,77949038500,2331913,2357248132,2008034015,10:34.2,00:49.1,1,5036149683,04:47.6
14895,598646,HNX,HNXIndex,2/19/2024,233.04,NULL,233.37,0.33,0.001423,233.04,234.04,232.23,233.37,0,251,83700830,1.57538E+12,3416000,1.04759E+11,87116830,1.68014E+12,35630,739289500,87,132,96,0,0,109436,60078,127922400,49358,156368800,63725058800,3154521,68805073300,2840514,0,0,0,0,63725058800,3154521,68805073300,2840514,6449763986,5652534674,10:34.3,36:01.9,1,15810657410,04:47.6
14896,598647,HNX,HNX30,2/19/2024,497.64,NULL,498.35,0.71,0.001429,497.33,500.56,493.71,498.35,4,0,54425528,1.27981E+12,631200,11298480000,55056728,1.29111E+12,24028,602481200,14,7,9,0,0,70671,40512,76910800,30159,95283400,56306744900,2623280,57400324500,2290035,0,0,0,0,56306744900,2623280,57400324500,2290035,2357248132,2008853798,10:34.3,36:01.9,1,5036149683,04:47.6
14897,598648,HNX,HNXIndex,2/20/2024,233.37,NULL,233.5,0.13,0.000553,231.88,234.53,230.38,233.5,0,252,96692642,1.74236E+12,1835416,43263218000,98528058,1.78562E+12,40042,789942400,73,158,84,0,0,119058,58745,142662500,60313,185876700,90807708000,4286626,84432717300,3972707,0,0,0,0,90807708000,4286626,84432717300,3972707,6447736856,5648960632,10:45.1,36:01.9,1,15810657410,04:47.6
14898,598649,HNX,HNX30,2/20/2024,498.35,NULL,500.11,1.76,0.003537,493.16,502.73,485.44,500.11,4,0,66427713,1.4778E+12,238300,7575090000,66666013,1.48537E+12,25913,657029400,14,11,5,0,0,78045,37594,89262000,40451,121341700,83782318000,3806826,74709855500,3367996,0,0,0,0,83782318000,3806826,74709855500,3367996,2357248132,2007378885,10:45.1,36:01.9,1,5036149683,04:47.6
14899,598650,HNX,HNXIndex,2/21/2024,233.5,NULL,233.84,0.34,0.001476,233.5,234.59,232.48,233.84,0,245,64072319,1.21222E+12,11992674,2.3078E+11,76064993,1.443E+12,28619,578605700,80,172,63,0,0,101351,54020,109958700,47331,144763300,32311928800,1389624,72667641400,3250107,0,0,0,0,32311928800,1389624,72667641400,3250107,6447736856,5650335922,10:44.2,36:01.9,1,15810657410,04:47.6
14900,598651,HNX,HNX30,2/21/2024,500.11,NULL,499.25,-0.86,-0.001726,500.11,502.46,496.41,499.25,4,0,40094052,9.84548E+11,8416474,1.4778E+11,48510526,1.13233E+12,18652,460572900,11,13,6,0,0,62664,34215,62717000,28449,88463300,22858658800,810324,69783562400,3020315,0,0,0,0,22858658800,810324,69783562400,3020315,2357248132,2008858596,10:44.2,36:01.9,1,5036149683,04:47.6
